acidity,citric_acid,sugar,total_sulfur_dioxide,alcohol,pH,free_sulfur_dioxide,quality
85.953304810974,0.3325006897638138,22.57562365250976,11756.131137372708,Low,3.2,118.92,0
81.49013807030207,0.26248401207707595,21.569084418006973,8891.665267080709,High,3.58,163.56,0
85.26666377394756,0.26248401207707595,21.425293098792284,8658.511068336013,Low,3.37,166.75,0
86.29662532948723,0.3286108743367728,22.144249694865707,11856.05436540615,unknown,3.26,117.03,0
84.4083624776645,0.3286108743367728,22.144249694865707,9724.358834026058,Medium,3.37,150.8,0
80.11685599624917,0.26248401207707595,21.353397439184945,8725.12655369164,High,3.78,165.7,0
82.86342014435496,0.26248401207707595,20.993919141148236,9091.511723147592,Low,3.4,160.02,0
84.06504195915126,0.3013821663474858,21.137710460362918,9258.050436536663,Low,3.1,158.25,0
84.92334325543433,0.2955474432069244,21.137710460362918,8392.0491269135,Low,3.29,170.68,0
83.37840092212481,0.26248401207707595,21.425293098792284,9258.050436536663,Medium,3.42,158.12,0
83.72172144063804,0.3247210589097318,21.281501779577603,9591.127863314801,Low,3.3,152.91,1
83.72172144063804,0.3247210589097318,21.281501779577603,10124.051746159825,High,3.34,144.37,0
86.46828558874384,0.3286108743367728,22.57562365250976,11522.97693862801,Low,3.38,122.64,0
87.3265868850269,0.3286108743367728,23.438371567797866,8258.818156202246,Medium,3.29,173.51,0
88.35654844056658,0.35000485918549823,21.85666705643634,10723.591114360475,Low,3.15,134.84,0
82.17677910732851,0.2799881814987604,23.869745525441914,8825.049781725082,Medium,3.5,164.03,0
,0.35000485918549823,20.993919141148236,8325.433641557873,High,3.35,172.02,0
85.60998429246078,0.28193308921228094,21.425293098792284,11489.669195950195,Low,3.15,123.15,0
89.21484973684964,0.3538946746125392,21.425293098792284,8558.58784030257,High,3.23,168.99,0
88.69986895907981,0.3869581057423876,22.431832333295077,9158.127208503221,,3.23,159.17,0
86.12496507023062,0.3130516126286088,21.85666705643634,8825.049781725082,Low,3.27,164.27,0
85.43832403320415,0.28193308921228094,22.431832333295077,9124.819465825407,Low,3.29,160.31,0
86.81160610725706,0.33833541290437524,20.85012782193355,9624.435605992616,Medium,3.18,152.19,1
83.89338169989465,0.29360253549340387,20.85012782193355,9091.511723147592,Low,3.5,160.62,0
87.49824714428352,0.3149965203421293,21.569084418006973,12622.132446995869,Low,3.24,105.25,0
84.5800227369211,0.3480599514719777,22.144249694865707,8358.741384235687,Medium,3.33,171.26,1
86.63994584800045,0.31110670491508835,21.137710460362918,8491.972354946942,Low,3.27,169.97,0
90.07315103313272,0.3947377365964696,21.928562716043682,8625.203325658198,Medium,3.18,167.43,0
83.72172144063804,0.26442891979059646,20.85012782193355,8292.125898880058,Medium,3.35,172.65,1
86.63994584800045,0.3577844900395802,21.712875737221655,11822.746622728335,Low,3.23,117.83,0
82.0051188480719,0.26442891979059646,21.137710460362918,8891.665267080709,Medium,3.6,163.92,0
82.69175988509836,0.3480599514719777,21.712875737221655,8924.973009758523,Medium,3.29,163.18,1
83.03508040361159,0.31110670491508835,22.00045837565102,9024.896237791965,Medium,3.46,161.17,0
83.2067406628682,,21.85666705643634,10623.667886327034,Medium,3.39,136.6,0
83.37840092212481,0.26248401207707595,21.425293098792284,8525.280097624756,Low,3.48,169.25,0
83.55006118138142,0.3325006897638138,21.137710460362918,9291.358179214476,Low,3.48,156.97,0
85.26666377394756,0.3363905051908548,21.85666705643634,9691.051091348243,Low,3.3,151.37,0
88.18488818130997,0.3422252283314162,21.569084418006973,9824.2820620595,Low,3.21,148.77,0
84.7516829961777,0.3266659666232523,21.137710460362918,12555.516961640242,Low,3.2,106.46,0
82.69175988509836,0.30916179720156783,20.706336502718866,8924.973009758523,Medium,3.39,162.53,0
83.55006118138142,0.3480599514719777,22.00045837565102,9391.281407247918,Medium,3.3,156.04,0
83.55006118138142,0.26831873521763744,21.569084418006973,10656.975629004848,Low,3.53,135.63,0
87.66990740354014,0.3538946746125392,20.274962545074814,8591.895582980384,Low,3.22,167.93,1
84.5800227369211,0.28582290463932186,,8958.280752436338,Medium,3.34,162.88,0
86.98326636651369,0.3286108743367728,20.56254518350418,8192.202670846616,Medium,3.2,173.81,0
82.86342014435496,0.29165762777988335,20.85012782193355,8458.664612269129,Medium,3.42,169.7,0
83.37840092212481,0.26442891979059646,21.569084418006973,9024.896237791965,Medium,3.4,160.99,0
82.0051188480719,0.29165762777988335,20.85012782193355,8958.280752436338,Medium,3.32,162.23,0
86.29662532948723,0.26248401207707595,20.706336502718866,8425.356869591315,Low,3.31,170.74,0
85.26666377394756,0.28193308921228094,21.281501779577603,9790.974319381685,Medium,3.29,149.24,0
88.01322792205335,0.3286108743367728,21.569084418006973,9291.358179214476,Low,3.24,157.81,1
84.4083624776645,0.3208312434826908,20.706336502718866,9058.20398046978,Medium,3.29,161.36,0
83.2067406628682,0.29360253549340387,21.281501779577603,8625.203325658198,Low,3.37,167.45,0
85.953304810974,0.33833541290437524,20.85012782193355,8192.202670846616,Medium,3.35,174.25,1
91.78975362569884,0.3713988440342237,21.281501779577603,8591.895582980384,Medium,3.14,167.59,0
82.86342014435496,0.2838779969258014,,9424.589149925732,Low,3.36,155.5,0
84.5800227369211,0.29943725863396536,21.281501779577603,11289.822739883311,,3.33,126.2,0
91.78975362569884,0.41029699830463356,24.30111948308597,9058.20398046978,High,3.22,161.33,1
85.43832403320415,0.30527198177452686,21.712875737221655,10656.975629004848,Low,3.37,136.05,0
85.78164455171739,0.3149965203421293,20.993919141148236,9058.20398046978,Medium,3.16,160.87,0
83.72172144063804,0.3072168894880473,21.569084418006973,10124.051746159825,Low,3.43,144.46,0
87.3265868850269,0.3538946746125392,21.85666705643634,8458.664612269129,Medium,3.15,169.68,0
83.55006118138142,0.3130516126286088,21.137710460362918,11123.284026494242,Low,3.26,129.01,0
88.35654844056658,0.3013821663474858,34.078929189684494,9457.896892603547,Low,3.16,154.33,0
85.43832403320415,0.2897127200663629,21.85666705643634,9591.127863314801,Low,3.36,153.08,0
82.17677910732851,0.266373827504117,20.85012782193355,8158.894928168803,Low,3.46,174.21,0
83.37840092212481,0.2955474432069244,20.85012782193355,9491.20463528136,Low,3.49,154.38,0
85.60998429246078,0.3461150437584572,21.569084418006973,8425.356869591315,Medium,3.17,170.94,1
86.81160610725706,0.3947377365964696,20.706336502718866,9924.205290092941,Low,2.9,147.18,0
92.64805492198191,0.37917847488830564,22.00045837565102,10190.667231515452,Medium,3.1,143.1,0
82.52009962584175,0.2799881814987604,26.170406632876865,8358.741384235687,Medium,3.35,171.25,0
85.43832403320415,0.34417013604493674,21.137710460362918,8691.818811013825,Low,3.21,166.84,0
86.12496507023062,0.30916179720156783,,8292.125898880058,Low,3.32,172.39,0
84.92334325543433,0.3480599514719777,20.85012782193355,10057.436260804197,Medium,3.36,145.58,0
84.06504195915126,0.30916179720156783,21.137710460362918,8725.12655369164,unknown,3.45,165.79,0
90.24481129238933,0.3538946746125392,22.072354035258368,8924.973009758523,High,3.24,162.71,1
82.69175988509836,0.30916179720156783,20.706336502718866,8924.973009758523,Medium,3.39,163.06,0
86.46828558874384,0.3558395823260597,20.85012782193355,9790.974319381685,lowW,3.39,149.13,0
81.66179832955868,0.29165762777988335,20.85012782193355,8425.356869591315,Low,3.42,170.47,0
82.17677910732851,0.2897127200663629,23.869745525441914,10223.974974193266,Low,3.32,143.36,0
83.89338169989465,0.26248401207707595,21.425293098792284,8858.357524402896,Low,3.58,164.09,0
86.46828558874384,0.33444559747733427,20.706336502718866,9857.589804737314,Low,3.0,148.27,0
84.5800227369211,0.26442891979059646,22.00045837565102,10790.206599716103,Medium,3.38,133.58,0
84.23670221840787,0.3286108743367728,21.85666705643634,8958.280752436338,High,3.22,162.06,1
82.86342014435496,0.26248401207707595,20.85012782193355,9524.512377959174,Low,3.62,153.75,0
84.92334325543433,0.26248401207707595,22.00045837565102,8924.973009758523,Low,3.44,163.19,0
83.37840092212481,0.27804327378523996,21.281501779577603,9524.512377959174,Low,3.42,153.55,0
83.89338169989465,0.29943725863396536,25.73903267523281,11056.668541138615,Low,3.16,129.51,0
84.23670221840787,0.28776781235284243,21.85666705643634,9990.820775448568,Low,3.39,146.43,0
84.7516829961777,0.3072168894880473,21.569084418006973,10923.437570427359,Low,3.21,131.85,0
86.81160610725706,0.3558395823260597,20.85012782193355,9324.66592189229,Medium,3.32,156.6,0
82.69175988509836,0.27804327378523996,21.569084418006973,8858.357524402896,Medium,3.52,163.91,0
85.43832403320415,0.31110670491508835,21.425293098792284,9058.20398046978,Low,3.15,160.56,0
85.953304810974,0.3208312434826908,22.57562365250976,12289.05502021773,Low,3.3,110.74,0
82.34843936658514,0.2897127200663629,21.712875737221655,9024.896237791965,Low,3.66,161.33,0
88.18488818130997,0.3363905051908548,20.418753864289496,9357.973664570105,Medium,3.26,156.07,1
83.03508040361159,0.26831873521763744,20.418753864289496,9324.66592189229,,3.53,156.44,0
85.953304810974,0.30916179720156783,27.75211114423839,12255.747277539916,,3.32,110.93,0
83.2067406628682,0.28193308921228094,20.274962545074814,9890.897547415127,Low,3.28,148.45,0
83.37840092212481,0.2897127200663629,22.28804101408039,9024.896237791965,Medium,3.36,161.04,0
82.52009962584175,0.26248401207707595,21.281501779577603,9657.74334867043,Low,3.49,151.39,0
84.92334325543433,,22.86320629093913,11589.592423983637,Low,3.22,121.13,0
83.89338169989465,0.3130516126286088,21.281501779577603,10823.514342393917,Low,3.29,133.88,0
90.75979207015916,0.3577844900395802,22.144249694865707,9158.127208503221,Medium,3.15,159.61,0
83.55006118138142,0.26831873521763744,20.85012782193355,8192.202670846616,Low,3.34,173.69,0
83.37840092212481,0.26442891979059646,21.569084418006973,9224.742693858849,Medium,3.42,158.67,0
82.34843936658514,0.3149965203421293,22.28804101408039,9258.050436536663,High,3.21,157.42,0
,0.3538946746125392,22.00045837565102,8891.665267080709,Medium,3.36,163.48,1
87.49824714428352,0.3577844900395802,27.32073718659434,8358.741384235687,Medium,3.21,171.21,0
84.23670221840787,0.30332707406100634,21.569084418006973,10057.436260804197,Low,3.12,145.93,0
84.92334325543433,0.35000485918549823,21.281501779577603,8325.433641557873,High,3.15,172.53,1
84.23670221840787,0.26831873521763744,21.137710460362918,8458.664612269129,Low,3.2,170.05,0
84.23670221840787,0.26831873521763744,21.137710460362918,9224.742693858849,Medium,3.44,158.31,0
83.2067406628682,0.266373827504117,20.993919141148236,8725.12655369164,Medium,3.35,166.13,0
83.37840092212481,0.27609836607171945,20.706336502718866,8591.895582980384,Medium,3.29,167.56,0
88.35654844056658,0.30527198177452686,20.993919141148236,8858.357524402896,Low,3.13,164.21,0
91.44643310718561,0.3577844900395802,23.150788929368495,10457.129172937965,Medium,3.3,138.84,1
85.26666377394756,0.3247210589097318,22.28804101408039,8192.202670846616,High,3.3,174.56,1
91.10311258867239,0.39084792116942857,23.510267227405205,8258.818156202246,Medium,3.05,172.8,1
88.18488818130997,0.30916179720156783,21.569084418006973,8258.818156202246,Low,3.34,173.31,0
89.04318947759303,,22.86320629093913,9591.127863314801,Low,3.15,152.49,0
91.10311258867239,0.36750902860718265,20.418753864289496,9158.127208503221,Low,3.02,159.39,1
83.37840092212481,0.266373827504117,24.588702121515336,8225.510413524431,Medium,3.41,174.05,0
91.61809336644222,0.3966826443099901,22.28804101408039,8958.280752436338,Medium,3.1,162.23,0
88.87152921833642,0.34417013604493674,22.28804101408039,10223.974974193266,Low,3.28,142.92,0
83.55006118138142,0.266373827504117,21.569084418006973,8825.049781725082,Low,999.0,164.9,0
83.55006118138142,0.26831873521763744,21.425293098792284,10723.591114360475,Low,3.53,135.42,0
88.87152921833642,0.34417013604493674,21.137710460362918,9491.20463528136,Medium,3.16,154.48,0
86.29662532948723,,21.712875737221655,9191.434951181034,Low,3.19,159.1,0
87.66990740354014,0.3597293977531007,21.569084418006973,10157.35948883764,Low,3.5,143.42,0
86.29662532948723,0.3461150437584572,20.274962545074814,8491.972354946942,Low,3.21,169.98,0
84.4083624776645,0.27026364293115795,20.56254518350418,8092.279442813175,Low,3.4,175.41,0
83.37840092212481,0.2955474432069244,20.85012782193355,9491.20463528136,Low,3.49,154.57,0
86.29662532948723,0.3422252283314162,23.006997610153814,9524.512377959174,Medium,3.31,153.52,0
84.23670221840787,0.31110670491508835,23.869745525441914,10790.206599716103,Low,3.15,134.11,0
83.89338169989465,0.29943725863396536,20.85012782193355,8924.973009758523,Medium,3.49,162.72,0
,0.27026364293115795,20.418753864289496,9424.589149925732,,3.35,155.43,0
84.92334325543433,0.30332707406100634,20.993919141148236,9158.127208503221,Medium,3.34,159.13,0
83.2067406628682,0.3208312434826908,24.73249344073002,11456.361453272382,Low,3.3,123.33,0
82.86342014435496,0.3227761511962113,30.915520166961443,9291.358179214476,Low,3.38,157.17,0
83.37840092212481,0.37917847488830564,21.281501779577603,8625.203325658198,Medium,3.38,167.52,0
89.38650999610626,0.3558395823260597,22.144249694865707,8392.0491269135,Medium,3.21,171.32,0
84.7516829961777,0.27220855064467847,21.425293098792284,8758.434296369454,Low,3.22,165.59,0
85.09500351469094,0.26248401207707595,21.85666705643634,8591.895582980384,Low,3.38,168.23,0
84.7516829961777,0.2955474432069244,22.00045837565102,9058.20398046978,Low,3.4,160.74,0
88.18488818130997,0.3577844900395802,25.451450036803443,8358.741384235687,High,3.19,171.68,1
84.5800227369211,0.26442891979059646,20.56254518350418,8425.356869591315,Low,3.16,170.66,0
83.37840092212481,0.28582290463932186,21.281501779577603,8591.895582980384,High,3.3,168.51,0
85.26666377394756,0.26248401207707595,20.706336502718866,8192.202670846616,Medium,3.53,174.65,0
86.29662532948723,,22.28804101408039,11489.669195950195,Low,3.3,122.5,0
82.69175988509836,0.28776781235284243,21.137710460362918,8991.58849511415,Low,3.61,162.05,0
87.15492662577029,0.3130516126286088,21.137710460362918,8958.280752436338,Low,3.25,162.86,0
84.7516829961777,0.3422252283314162,20.418753864289496,8958.280752436338,Medium,3.29,162.47,0
84.92334325543433,0.3208312434826908,21.137710460362918,9857.589804737314,Low,3.26,148.8,0
84.4083624776645,0.3130516126286088,20.993919141148236,12688.747932351496,Low,3.26,103.78,0
90.24481129238933,0.3577844900395802,22.144249694865707,9357.973664570105,Medium,3.12,156.28,1
83.03508040361159,0.266373827504117,20.993919141148236,8791.742039047267,Low,3.4,164.66,0
83.55006118138142,0.3227761511962113,21.137710460362918,8758.434296369454,Medium,3.23,165.87,1
86.46828558874384,0.3247210589097318,26.31419795209155,9357.973664570105,Medium,3.38,155.89,1
82.69175988509836,0.30332707406100634,20.993919141148236,9857.589804737314,Low,3.52,148.47,0
83.55006118138142,0.26831873521763744,21.569084418006973,8725.12655369164,Low,3.35,166.18,0
86.63994584800045,0.2897127200663629,22.00045837565102,8558.58784030257,Low,3.39,168.26,0
86.98326636651369,0.30916179720156783,22.00045837565102,12422.285990928985,Low,3.21,108.57,0
84.06504195915126,0.266373827504117,22.00045837565102,8958.280752436338,Medium,3.36,162.47,0
84.06504195915126,0.30916179720156783,,9890.897547415127,Low,3.0,148.54,0
89.72983051461948,0.3422252283314162,21.425293098792284,8358.741384235687,Low,3.08,171.87,0
83.72172144063804,0.3577844900395802,21.85666705643634,11323.130482561126,Medium,3.36,125.22,0
87.66990740354014,0.3072168894880473,23.150788929368495,10856.822085071732,Low,3.3,132.63,0
88.35654844056658,0.3772335671747852,21.425293098792284,8292.125898880058,Low,3.2,172.6,0
84.92334325543433,0.30527198177452686,21.712875737221655,8891.665267080709,Medium,3.37,163.75,0
83.2067406628682,0.33055578205029323,20.56254518350418,9091.511723147592,Low,3.34,160.81,0
83.2067406628682,0.266373827504117,21.281501779577603,8625.203325658198,Low,3.47,168.02,0
82.52009962584175,0.26831873521763744,21.569084418006973,9391.281407247918,High,3.52,155.99,1
82.69175988509836,0.27609836607171945,21.137710460362918,9691.051091348243,Medium,3.6,150.99,0
86.12496507023062,0.35000485918549823,21.712875737221655,9757.666576703872,High,3.33,150.2,0
87.49824714428352,0.39084792116942857,21.569084418006973,9024.896237791965,Low,3.17,161.8,0
88.18488818130997,0.36945393632070317,21.281501779577603,8258.818156202246,Medium,3.26,173.27,0
84.92334325543433,0.3072168894880473,22.86320629093913,11756.131137372708,Low,3.26,118.59,0
84.06504195915126,0.34417013604493674,21.569084418006973,9058.20398046978,Medium,3.58,160.76,0
84.7516829961777,0.30332707406100634,20.56254518350418,9024.896237791965,lowW,3.17,161.1,0
83.89338169989465,0.26248401207707595,20.993919141148236,8924.973009758523,lowW,3.51,163.41,0
92.64805492198191,0.36750902860718265,21.569084418006973,8758.434296369454,Low,3.11,165.3,1
83.55006118138142,0.3519497668990187,21.281501779577603,9258.050436536663,Medium,3.4,157.63,1
88.01322792205335,0.3577844900395802,22.144249694865707,8891.665267080709,unknown,3.42,163.58,0
83.37840092212481,0.26248401207707595,23.869745525441914,9291.358179214476,Low,3.46,156.87,0
82.69175988509836,0.3869581057423876,21.281501779577603,9524.512377959174,Medium,3.34,153.76,0
85.09500351469094,0.36945393632070317,20.85012782193355,12488.901476284613,Low,3.17,106.93,0
80.631836774019,0.26831873521763744,20.85012782193355,10690.28337168266,High,3.5,135.33,1
84.06504195915126,0.3208312434826908,21.425293098792284,8192.202670846616,Medium,3.44,174.32,1
85.09500351469094,0.3558395823260597,20.85012782193355,8358.741384235687,Low,3.3,171.33,0
85.43832403320415,0.33444559747733427,20.274962545074814,8558.58784030257,Low,3.26,168.95,0
79.77353547773595,0.30916179720156783,21.137710460362918,9457.896892603547,High,3.72,154.3,1
84.92334325543433,0.31110670491508835,23.150788929368495,10623.667886327034,Low,3.19,136.45,0
84.7516829961777,0.3616743054666212,20.85012782193355,9657.74334867043,lowW,999.0,151.22,0
85.78164455171739,0.34028032061789576,25.02007607915939,8092.279442813175,Medium,3.38,175.87,1
88.69986895907981,0.3325006897638138,20.85012782193355,8258.818156202246,Low,3.17,173.32,0
91.61809336644222,0.38890301345590816,21.353397439184945,8691.818811013825,Medium,3.06,166.1,0
89.55817025536288,0.3655641208936622,22.00045837565102,8325.433641557873,Medium,3.15,172.55,1
88.01322792205335,0.33833541290437524,20.706336502718866,8092.279442813175,Medium,3.14,175.54,1
82.86342014435496,0.3013821663474858,20.85012782193355,9957.513032770756,Low,3.54,146.91,0
86.12496507023062,0.31694142805564984,22.144249694865707,10090.74400348201,Low,3.26,145.01,0
86.81160610725706,0.3266659666232523,21.20960611997026,8691.818811013825,Medium,3.26,166.49,1
91.44643310718561,0.36945393632070317,21.281501779577603,8425.356869591315,Medium,3.11,171.09,0
86.29662532948723,0.3130516126286088,20.706336502718866,8558.58784030257,Low,3.15,169.01,0
84.7516829961777,0.30332707406100634,21.281501779577603,12488.901476284613,Low,3.25,107.52,0
,0.3577844900395802,21.425293098792284,8292.125898880058,Low,3.19,172.6,0
83.72172144063804,0.3130516126286088,28.614859059526495,11822.746622728335,Low,3.37,117.59,0
86.29662532948723,0.35000485918549823,22.00045837565102,8392.0491269135,High,3.32,170.66,0
86.12496507023062,0.3227761511962113,22.57562365250976,10490.436915615777,Medium,3.48,138.49,0
86.46828558874384,0.3422252283314162,29.621398294029284,11423.053710594568,Low,3.27,124.37,0
85.26666377394756,0.2955474432069244,21.569084418006973,10223.974974193266,Low,3.2,142.67,0
83.55006118138142,0.28776781235284243,21.137710460362918,8458.664612269129,Low,3.29,170.0,0
86.12496507023062,0.3422252283314162,27.176945867379654,9191.434951181034,High,3.24,158.88,1
81.49013807030207,0.27026364293115795,21.425293098792284,8658.511068336013,Low,3.46,166.74,0
82.17677910732851,0.27026364293115795,21.425293098792284,8358.741384235687,Low,3.53,171.59,0
86.63994584800045,0.3227761511962113,22.144249694865707,11955.977593439591,Low,3.31,116.07,0
86.46828558874384,0.30916179720156783,,11323.130482561126,Low,3.1,125.58,0
84.4083624776645,0.27804327378523996,21.85666705643634,9324.66592189229,Low,3.24,157.1,0
84.5800227369211,0.3130516126286088,20.993919141148236,9557.820120636989,Low,3.43,153.55,0
81.49013807030207,0.27220855064467847,20.993919141148236,8358.741384235687,Medium,3.52,171.94,0
83.72172144063804,,21.137710460362918,8958.280752436338,Low,3.33,162.36,0
87.15492662577029,0.35000485918549823,20.418753864289496,9024.896237791965,Medium,3.18,161.03,1
84.06504195915126,0.266373827504117,22.00045837565102,8958.280752436338,Medium,3.36,162.07,0
86.98326636651369,0.28193308921228094,22.57562365250976,9391.281407247918,Low,3.31,156.27,0
81.66179832955868,0.2799881814987604,20.706336502718866,8791.742039047267,Medium,3.45,164.6,0
93.84967673677819,0.3636192131801417,21.425293098792284,8958.280752436338,Low,3.1,162.66,0
83.37840092212481,0.26248401207707595,21.640980077614312,9357.973664570105,Low,3.29,156.44,0
83.89338169989465,0.26248401207707595,20.993919141148236,8924.973009758523,lowW,3.51,163.33,0
84.92334325543433,0.33055578205029323,22.28804101408039,9524.512377959174,Medium,3.31,154.18,0
89.38650999610626,0.33833541290437524,40.54953855434528,8558.58784030257,Low,3.12,168.98,0
85.43832403320415,0.3188863357691703,,8325.433641557873,Medium,3.45,172.23,0
86.29662532948723,0.27026364293115795,21.425293098792284,9657.74334867043,Medium,3.21,152.08,0
88.01322792205335,0.3247210589097318,21.569084418006973,12855.286645740567,Low,3.25,101.62,0
84.4083624776645,0.3130516126286088,20.993919141148236,8825.049781725082,Low,3.39,164.46,0
86.29662532948723,0.3208312434826908,22.28804101408039,9324.66592189229,lowW,3.26,156.42,0
81.8334585888153,0.30916179720156783,21.425293098792284,9191.434951181034,Medium,3.57,158.9,0
89.72983051461948,0.34417013604493674,20.56254518350418,8691.818811013825,Medium,3.28,166.36,0
90.93145232941578,0.3616743054666212,24.013536844656603,8558.58784030257,Low,3.28,168.78,0
85.953304810974,,21.712875737221655,8758.434296369454,Low,3.08,165.64,0
82.52009962584175,0.3013821663474858,29.477606974814602,10423.82143026015,Low,3.29,139.37,0
84.5800227369211,0.3558395823260597,20.706336502718866,10990.053055782986,Low,3.19,130.55,0
87.66990740354014,0.33055578205029323,21.281501779577603,9058.20398046978,Medium,3.23,160.83,0
83.55006118138142,0.3247210589097318,21.85666705643634,11556.284681305824,Medium,3.32,121.54,0
83.55006118138142,0.27609836607171945,26.170406632876865,8392.0491269135,Medium,3.37,171.56,1
85.953304810974,0.3188863357691703,21.137710460362918,12222.439534862102,Low,2.93,111.16,0
85.09500351469094,0.3636192131801417,21.137710460362918,12888.59438841838,Low,3.21,100.63,0
90.75979207015916,0.3966826443099901,21.281501779577603,8491.972354946942,Low,3.17,170.06,0
84.7516829961777,0.30332707406100634,20.56254518350418,9024.896237791965,lowW,3.17,161.37,0
